CustomerID,Gender,Age,SeniorCitizen,Tenure_Months,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,DataUsage_GB,Churn
CUST_01475,Female,22,0,44,Two year,No,Bank transfer,97.99,4326.43,0,53.8,No
CUST_01476,Female,43,0,60,Month-to-month,Yes,Electronic check,112.59,6759.33,4,44.7,No
CUST_01477,Male,66,1,17,Two year,Yes,Electronic check,91.66,1533.57,5,49.8,No
CUST_01478,Female,20,0,39,Month-to-month,Yes,Mailed check,117.3,4578.92,1,104.3,No
CUST_01479,Female,24,0,42,One year,Yes,Bank transfer,25.05,1031.35,0,39.2,Yes
CUST_01480,Female,75,1,48,Month-to-month,Yes,Mailed check,23.72,1151.41,0,11.1,No
CUST_01481,Male,66,1,12,One year,Yes,Bank transfer,109.39,1304.95,1,50.5,No
CUST_01482,Male,56,0,18,Month-to-month,No,Electronic check,109.78,1964.73,1,41.1,No
CUST_01483,Female,70,1,6,Two year,No,Credit card,30.71,176.56,0,65.5,No
CUST_01484,Male,18,0,43,Month-to-month,Yes,Mailed check,55.74,2388.08,2,51.7,No
CUST_01485,Male,66,1,35,Month-to-month,No,Credit card,103.54,3622.32,3,74.6,No
CUST_01486,Male,79,1,54,One year,Yes,Credit card,32.85,1765.51,1,11.0,No
CUST_01487,Male,34,0,62,Month-to-month,Yes,Credit card,46.74,2895.05,2,63.1,No
CUST_01488,Male,60,0,69,Month-to-month,No,Bank transfer,88.1,6063.45,2,79.1,Yes
CUST_01489,Male,42,0,16,Month-to-month,No,Bank transfer,118.19,1888.52,2,43.8,Yes
CUST_01490,Male,76,1,8,Month-to-month,Yes,Credit card,99.71,811.94,2,43.5,No
CUST_01491,Male,78,1,31,Month-to-month,Yes,Electronic check,97.73,3025.2,4,42.8,No
CUST_01492,Male,20,0,10,Month-to-month,Yes,Electronic check,54.27,548.9,4,40.8,No
CUST_01493,Male,32,0,56,Month-to-month,No,Credit card,86.13,4810.96,1,73.6,No
CUST_01494,Female,46,0,70,One year,Yes,Mailed check,31.31,2197.41,3,33.1,No
CUST_01495,Female,70,1,20,One year,Yes,Mailed check,119.23,2395.91,1,63.8,Yes
CUST_01496,Male,60,0,5,Month-to-month,No,Bank transfer,68.06,354.54,3,21.1,Yes
CUST_01497,Female,49,0,23,Two year,No,Mailed check,83.88,1931.27,1,26.4,No
CUST_01498,Female,43,0,9,Two year,No,Electronic check,107.62,975.27,1,53.6,No
CUST_01499,Male,77,1,58,Month-to-month,Yes,Credit card,20.1,1152.79,0,29.9,No
CUST_01500,Male,33,0,59,Month-to-month,Yes,Mailed check,117.6,6934.46,2,29.0,No
CUST_01501,Male,42,0,54,Two year,No,Credit card,55.92,3011.46,1,75.1,No
CUST_01502,Female,71,1,46,Month-to-month,Yes,Mailed check,53.96,2485.4,0,60.8,No
CUST_01503,Female,45,0,22,Month-to-month,Yes,Bank transfer,34.51,753.86,2,51.9,No
CUST_01504,Male,26,0,64,Month-to-month,No,Electronic check,105.82,6779.25,0,63.8,No
CUST_01505,Male,73,1,8,One year,No,Bank transfer,107.08,881.36,1,23.0,No
CUST_01506,Male,73,1,20,Month-to-month,Yes,Credit card,22.0,446.19,2,32.0,Yes
CUST_01507,Female,18,0,51,One year,No,Electronic check,25.57,1318.32,1,55.6,No
CUST_01508,Female,46,0,39,One year,No,Electronic check,111.83,4349.69,0,21.6,No
CUST_01509,Female,74,1,37,One year,Yes,Bank transfer,32.29,1193.76,0,22.3,No
CUST_01510,Female,39,0,50,Two year,Yes,Mailed check,82.09,4106.81,2,44.0,No
CUST_01511,Male,33,0,34,Month-to-month,Yes,Bank transfer,81.97,2787.46,1,54.3,No
CUST_01512,Male,58,0,33,One year,Yes,Credit card,106.97,3548.54,0,46.2,No
CUST_01513,Male,68,1,31,Month-to-month,Yes,Mailed check,77.27,2387.79,2,32.4,No
CUST_01514,Male,61,0,54,Month-to-month,Yes,Bank transfer,63.4,3426.89,2,33.4,No
CUST_01515,Female,68,1,44,Month-to-month,No,Bank transfer,117.44,5142.99,1,45.7,No
CUST_01516,Female,71,1,34,Month-to-month,No,Mailed check,42.88,1462.22,4,65.5,No
CUST_01517,Male,58,0,71,Month-to-month,No,Mailed check,46.27,3290.36,3,80.9,No
CUST_01518,Male,24,0,62,Month-to-month,Yes,Mailed check,28.48,1765.05,1,51.9,No
CUST_01519,Female,31,0,23,Month-to-month,Yes,Bank transfer,117.53,2707.18,2,11.9,No
CUST_01520,Male,46,0,46,One year,Yes,Mailed check,90.64,4163.61,3,68.0,No
CUST_01521,Female,36,0,56,Month-to-month,Yes,Mailed check,21.21,1175.53,2,63.7,No
CUST_01522,Male,36,0,7,One year,Yes,Mailed check,90.43,623.13,1,39.3,Yes
CUST_01523,Male,19,0,61,Month-to-month,No,Electronic check,60.41,3676.7,0,46.2,No
CUST_01524,Male,58,0,3,Month-to-month,Yes,Credit card,116.75,337.34,4,79.2,No
CUST_01525,Male,62,0,38,Month-to-month,No,Mailed check,47.74,1800.75,1,82.1,Yes
CUST_01526,Male,32,0,34,Month-to-month,Yes,Credit card,91.03,3086.67,4,34.5,Yes
CUST_01527,Male,20,0,44,One year,No,Mailed check,82.74,3637.15,2,94.7,No
CUST_01528,Male,28,0,30,Month-to-month,No,Mailed check,21.2,637.47,0,59.7,No
CUST_01529,Female,70,1,17,Two year,No,Electronic check,108.52,1832.63,2,100.8,Yes
CUST_01530,Female,63,0,59,Two year,No,Electronic check,33.96,1994.38,3,23.5,No
CUST_01531,Female,47,0,10,Month-to-month,No,Mailed check,86.36,857.45,1,39.8,Yes
CUST_01532,Female,74,1,18,One year,No,Mailed check,97.55,1760.36,4,7.1,Yes
CUST_01533,Female,57,0,45,Month-to-month,No,Mailed check,83.09,3727.22,0,46.4,No
CUST_01534,Male,35,0,59,One year,Yes,Credit card,29.71,1747.8,0,66.9,No
CUST_01535,Male,68,1,62,One year,Yes,Mailed check,117.52,7295.83,3,87.1,No
CUST_01536,Female,65,1,59,Month-to-month,No,Credit card,43.68,2569.28,2,36.0,No
CUST_01537,Male,19,0,49,Month-to-month,Yes,Electronic check,82.79,4044.06,2,57.3,No
CUST_01538,Female,49,0,63,Month-to-month,Yes,Credit card,99.72,6281.35,1,44.2,Yes
CUST_01539,Female,25,0,32,Month-to-month,No,Mailed check,113.92,3637.24,1,64.5,Yes
CUST_01540,Male,39,0,10,One year,Yes,Electronic check,80.4,776.39,2,47.6,Yes
CUST_01541,Male,23,0,11,Month-to-month,No,Bank transfer,45.91,506.95,1,44.8,No
CUST_01542,Male,29,0,70,Month-to-month,Yes,Electronic check,103.66,7265.18,0,15.3,No
CUST_01543,Female,64,0,62,Month-to-month,No,Bank transfer,36.32,2251.74,1,55.9,No
CUST_01544,Male,74,1,47,One year,Yes,Credit card,22.23,1055.16,1,79.5,No
CUST_01545,Female,57,0,34,Month-to-month,No,Electronic check,110.81,3774.15,5,24.9,Yes
CUST_01546,Female,53,0,17,One year,Yes,Electronic check,77.54,1309.61,1,68.5,No
CUST_01547,Female,32,0,54,One year,Yes,Electronic check,26.96,1476.56,1,51.8,No
CUST_01548,Male,45,0,40,One year,Yes,Credit card,77.97,3122.13,4,8.7,Yes
CUST_01549,Male,69,1,19,One year,No,Mailed check,34.5,659.8,4,43.3,No
CUST_01550,Female,74,1,67,Month-to-month,No,Credit card,23.14,1540.35,4,44.7,No
CUST_01551,Male,66,1,53,Month-to-month,Yes,Electronic check,31.65,1662.12,5,58.9,No
CUST_01552,Male,62,0,64,One year,Yes,Mailed check,97.51,6229.85,4,61.2,No
CUST_01553,Male,35,0,47,Two year,No,Electronic check,95.57,4500.81,2,52.8,No
CUST_01554,Female,19,0,6,One year,Yes,Electronic check,80.43,499.7,2,63.9,No
CUST_01555,Female,30,0,16,Month-to-month,Yes,Bank transfer,40.93,657.81,0,32.0,Yes
CUST_01556,Male,62,0,72,Month-to-month,No,Electronic check,93.9,6761.49,1,46.4,No
CUST_01557,Female,71,1,18,Two year,No,Credit card,60.8,1104.15,2,47.1,No
CUST_01558,Male,32,0,52,Month-to-month,Yes,Credit card,71.08,3709.73,1,73.4,No
CUST_01559,Male,37,0,48,Month-to-month,No,Credit card,109.76,5254.15,2,13.2,No
CUST_01560,Male,46,0,43,Month-to-month,Yes,Mailed check,65.79,2845.07,0,62.1,No
CUST_01561,Male,76,1,39,Two year,Yes,Bank transfer,82.64,3219.02,2,80.1,No
CUST_01562,Female,59,0,49,Month-to-month,No,Bank transfer,116.18,5703.42,0,52.5,Yes
CUST_01563,Female,46,0,12,Month-to-month,Yes,Electronic check,65.14,770.99,2,116.4,No
CUST_01564,Female,20,0,10,One year,No,Electronic check,76.07,771.06,2,40.3,No
CUST_01565,Male,36,0,71,Month-to-month,No,Bank transfer,78.44,5555.01,1,47.3,No
CUST_01566,Male,20,0,55,Two year,Yes,Mailed check,44.07,2435.13,0,38.9,No
CUST_01567,Male,71,1,1,One year,No,Credit card,93.69,100.13,1,45.6,No
CUST_01568,Female,31,0,49,Month-to-month,Yes,Electronic check,92.66,4524.8,0,62.5,Yes
CUST_01569,Male,57,0,36,Two year,No,Bank transfer,41.36,1501.56,1,42.7,No
CUST_01570,Female,76,1,21,Two year,Yes,Mailed check,21.33,438.25,2,33.6,No
CUST_01571,Female,72,1,37,Month-to-month,No,Credit card,119.89,4447.51,2,18.2,No
CUST_01572,Female,79,1,24,Month-to-month,Yes,Electronic check,78.16,1877.26,1,46.9,Yes
CUST_01573,Female,21,0,55,Two year,Yes,Credit card,38.1,2083.21,2,49.6,No
CUST_01574,Female,76,1,25,Month-to-month,No,Credit card,48.36,1198.78,1,43.9,Yes
CUST_01575,Female,77,1,7,Two year,Yes,Bank transfer,81.78,611.48,1,94.5,No
CUST_01576,Male,69,1,71,Two year,Yes,Bank transfer,33.76,2420.14,1,63.0,No
CUST_01577,Male,28,0,71,Month-to-month,Yes,Credit card,23.73,1682.59,1,39.3,No
CUST_01578,Female,75,1,24,Two year,Yes,Credit card,99.85,2400.6,0,64.2,No
CUST_01579,Female,48,0,11,Month-to-month,Yes,Electronic check,91.58,1019.46,1,66.4,No
CUST_01580,Male,60,0,12,One year,Yes,Mailed check,50.96,598.6,1,49.9,No
CUST_01581,Female,49,0,35,Month-to-month,No,Mailed check,25.85,911.62,0,41.8,No
CUST_01582,Female,44,0,63,Two year,No,Credit card,68.63,4333.38,3,30.5,No
CUST_01583,Male,47,0,68,One year,No,Bank transfer,47.62,3241.69,2,77.5,No
CUST_01584,Female,60,0,57,One year,No,Mailed check,59.78,3421.25,2,46.8,No
CUST_01585,Female,19,0,13,Two year,Yes,Credit card,47.4,617.69,2,46.2,No
CUST_01586,Female,79,1,23,One year,Yes,Bank transfer,37.53,874.17,1,72.3,No
CUST_01587,Male,66,1,39,Month-to-month,No,Electronic check,58.7,2291.62,1,50.7,No
CUST_01588,Male,26,0,12,Two year,Yes,Mailed check,116.49,1382.54,1,99.2,No
CUST_01589,Male,45,0,34,One year,No,Electronic check,46.62,1594.56,1,39.5,No
CUST_01590,Female,48,0,71,Two year,Yes,Bank transfer,53.6,3818.38,1,42.6,No
CUST_01591,Female,77,1,31,Two year,Yes,Credit card,52.92,1639.14,2,35.9,Yes
CUST_01592,Male,51,0,62,Month-to-month,No,Electronic check,68.03,,1,33.4,No
CUST_01593,Female,78,1,13,Month-to-month,Yes,Credit card,104.35,1365.24,1,58.1,No
CUST_01594,Female,73,1,31,Month-to-month,No,Mailed check,60.21,1869.74,1,64.2,No
CUST_01595,Female,32,0,2,One year,No,Electronic check,100.61,204.2,0,42.4,No
CUST_01596,Female,65,1,15,Month-to-month,No,Mailed check,31.5,474.41,1,50.8,Yes
CUST_01597,Female,42,0,57,One year,Yes,Mailed check,109.49,6251.05,3,54.2,No
CUST_01598,Male,53,0,34,Month-to-month,Yes,Mailed check,38.53,1312.91,1,75.9,No
CUST_01599,Female,25,0,68,Month-to-month,No,Mailed check,23.92,1621.82,1,37.9,No
CUST_01600,Male,26,0,29,Month-to-month,Yes,Mailed check,35.84,1023.08,0,53.6,Yes
CUST_01601,Female,75,1,66,Month-to-month,No,Bank transfer,39.07,2574.33,0,58.6,No
CUST_01602,Male,75,1,16,One year,No,Electronic check,70.85,1142.7,0,58.2,No
CUST_01603,Female,54,0,39,Month-to-month,Yes,Credit card,64.99,,0,51.5,No
CUST_01604,Male,65,1,37,Month-to-month,No,Credit card,91.59,3397.81,1,70.5,No
CUST_01605,Female,62,0,21,Month-to-month,Yes,Bank transfer,25.1,512.85,2,36.1,No
CUST_01606,Male,79,1,44,One year,Yes,Credit card,69.77,3059.79,2,46.6,No
CUST_01607,Female,56,0,19,Two year,Yes,Credit card,53.25,1001.0,3,38.2,No
CUST_01608,Male,49,0,71,Month-to-month,No,Credit card,83.07,5899.37,2,36.8,No
CUST_01609,Female,75,1,8,One year,No,Electronic check,24.37,212.88,2,52.3,No
CUST_01610,Male,69,1,66,Month-to-month,Yes,Credit card,23.49,1573.01,0,69.9,No
CUST_01611,Male,34,0,41,Month-to-month,Yes,Electronic check,62.73,2582.31,2,34.4,Yes
CUST_01612,Female,52,0,70,One year,No,Credit card,101.13,7059.8,3,68.4,No
CUST_01613,Female,54,0,61,Month-to-month,Yes,Credit card,87.11,5306.15,2,43.4,No
CUST_01614,Male,36,0,26,One year,Yes,Electronic check,21.67,533.05,0,30.8,No
CUST_01615,Female,61,0,71,Month-to-month,No,Bank transfer,37.85,2688.8,3,36.8,No
CUST_01616,Male,46,0,70,Two year,No,Credit card,42.67,3003.37,0,69.2,No
CUST_01617,Male,76,1,29,Month-to-month,No,Mailed check,62.31,1815.03,4,29.2,No
CUST_01618,Male,24,0,66,One year,Yes,Mailed check,78.67,5174.67,0,90.1,No
CUST_01619,Female,45,0,19,Two year,No,Bank transfer,41.65,805.16,1,52.8,No
CUST_01620,Male,26,0,68,Month-to-month,No,Mailed check,58.25,3973.14,0,16.0,No
CUST_01621,Male,45,0,58,Month-to-month,No,Electronic check,78.39,4562.3,1,29.3,No
CUST_01622,Female,23,0,70,Month-to-month,No,Credit card,58.34,4095.14,1,66.5,No
CUST_01623,Female,46,0,57,One year,No,Credit card,34.32,1950.8,1,20.8,No
CUST_01624,Female,75,1,37,Month-to-month,No,Credit card,69.17,2540.6,1,63.2,No
CUST_01625,Female,34,0,61,Month-to-month,No,Credit card,52.4,3208.07,0,26.6,No
CUST_01626,Male,33,0,30,One year,Yes,Mailed check,106.42,3200.33,3,57.3,Yes
CUST_01627,Male,40,0,71,Month-to-month,No,Mailed check,97.56,6907.22,2,76.3,Yes
CUST_01628,Male,48,0,25,One year,Yes,Mailed check,39.03,966.04,1,57.6,Yes
CUST_01629,Male,20,0,65,Month-to-month,Yes,Electronic check,35.26,2282.77,2,67.0,Yes
CUST_01630,Female,38,0,6,Month-to-month,No,Mailed check,54.77,335.88,1,64.5,No
CUST_01631,Male,43,0,18,One year,Yes,Mailed check,61.22,1101.76,1,27.2,No
CUST_01632,Male,53,0,10,One year,No,Credit card,113.2,1129.38,0,25.8,No
CUST_01633,Female,59,0,11,Month-to-month,Yes,Mailed check,50.16,547.59,0,14.8,Yes
CUST_01634,Male,54,0,65,Month-to-month,No,Bank transfer,106.76,6928.04,0,56.2,No
CUST_01635,Male,70,1,65,Month-to-month,Yes,Bank transfer,70.53,4594.16,2,48.0,No
CUST_01636,Male,39,0,52,Month-to-month,No,Credit card,108.56,5637.97,3,30.1,Yes
CUST_01637,Male,79,1,67,Month-to-month,No,Mailed check,90.2,6054.71,1,56.7,No
CUST_01638,Male,59,0,31,Month-to-month,Yes,Bank transfer,90.84,2802.08,0,82.1,Yes
CUST_01639,Male,29,0,17,One year,Yes,Bank transfer,71.88,1217.04,3,63.8,No
CUST_01640,Female,59,0,55,One year,No,Electronic check,104.03,5741.32,2,77.4,No
CUST_01641,Female,78,1,36,Month-to-month,Yes,Credit card,45.44,1638.28,2,42.3,No
CUST_01642,Male,30,0,26,Month-to-month,No,Bank transfer,110.74,2874.21,0,53.5,No
CUST_01643,Male,28,0,53,Month-to-month,Yes,Bank transfer,83.68,4428.63,1,56.4,Yes
CUST_01644,Female,71,1,17,One year,No,Credit card,63.87,1077.11,3,66.9,No
CUST_01645,Male,33,0,25,Two year,Yes,Mailed check,118.22,2960.01,3,19.4,No
CUST_01646,Male,25,0,2,One year,No,Credit card,106.2,221.39,1,80.1,No
CUST_01647,Male,57,0,5,One year,Yes,Electronic check,97.2,488.52,1,54.7,Yes
CUST_01648,Female,76,1,4,Two year,No,Electronic check,47.39,188.97,2,76.1,No
CUST_01649,Male,74,1,36,Month-to-month,Yes,Electronic check,117.37,4231.48,1,71.1,No
CUST_01650,Female,57,0,6,Month-to-month,No,Bank transfer,94.3,551.75,0,7.2,No
CUST_01651,Male,62,0,21,One year,Yes,Mailed check,80.52,1694.74,2,56.7,No
CUST_01652,Female,76,1,26,Month-to-month,Yes,Electronic check,112.18,2921.02,1,59.8,Yes
CUST_01653,Female,19,0,55,One year,No,Credit card,36.22,1994.67,1,45.7,Yes
CUST_01654,Male,47,0,39,One year,Yes,Electronic check,33.9,1316.61,0,50.2,No
CUST_01655,Female,47,0,33,One year,Yes,Bank transfer,76.37,2512.5,0,32.4,No
CUST_01656,Male,29,0,14,Month-to-month,No,Electronic check,25.67,346.39,5,46.9,No
CUST_01657,Female,27,0,56,One year,No,Mailed check,86.4,4853.03,3,43.4,No
CUST_01658,Male,61,0,21,One year,No,Electronic check,44.07,925.0,1,39.7,No
CUST_01659,Male,28,0,46,Two year,No,Mailed check,31.9,1463.28,2,42.7,No
CUST_01660,Female,32,0,16,One year,Yes,Mailed check,60.95,969.98,0,2.8,No
CUST_01661,Male,33,0,16,Two year,Yes,Credit card,66.59,1055.95,2,39.6,No
CUST_01662,Male,34,0,29,Month-to-month,Yes,Mailed check,37.05,1069.05,2,31.8,No
CUST_01663,Female,43,0,8,Month-to-month,No,Bank transfer,24.15,205.34,1,33.3,No
CUST_01664,Male,19,0,3,Month-to-month,Yes,Bank transfer,61.41,190.03,1,22.4,No
CUST_01665,Male,67,1,19,Month-to-month,Yes,Mailed check,95.95,1831.38,1,45.4,No
CUST_01666,Female,29,0,66,Two year,No,Mailed check,107.42,7099.31,2,32.3,No
CUST_01667,Female,68,1,22,Two year,Yes,Electronic check,29.75,676.6,0,32.0,Yes
CUST_01668,Male,43,0,46,Month-to-month,Yes,Electronic check,72.47,3333.78,2,52.4,No
CUST_01669,Male,40,0,13,Month-to-month,No,Credit card,46.34,598.14,0,82.5,No
CUST_01670,Female,35,0,33,Month-to-month,Yes,Electronic check,57.46,1900.66,2,52.6,No
CUST_01671,Female,79,1,5,Two year,No,Bank transfer,113.34,573.21,2,71.4,No
CUST_01672,Male,49,0,27,Month-to-month,No,Electronic check,55.21,1490.26,3,48.1,No
CUST_01673,Female,66,1,24,Month-to-month,Yes,Credit card,56.53,1347.89,2,99.5,No
CUST_01674,Male,79,1,67,Month-to-month,Yes,Credit card,40.94,2744.81,3,27.6,No
CUST_01675,Male,55,0,63,Month-to-month,Yes,Mailed check,116.0,7313.56,0,10.1,Yes
CUST_01676,Male,74,1,48,Two year,No,Credit card,65.65,3154.61,2,67.9,No
CUST_01677,Male,64,0,63,Month-to-month,No,Mailed check,77.04,4835.09,2,64.7,No
CUST_01678,Male,20,0,12,Month-to-month,Yes,Bank transfer,65.32,767.9,3,13.8,Yes
CUST_01679,Female,55,0,28,Month-to-month,Yes,Bank transfer,45.29,1275.34,3,47.0,Yes
CUST_01680,Female,20,0,44,Month-to-month,No,Electronic check,101.04,4442.09,1,85.9,No
CUST_01681,Female,47,0,43,One year,Yes,Credit card,22.85,1004.67,1,67.9,No
CUST_01682,Female,78,1,17,Month-to-month,Yes,Bank transfer,89.02,1526.83,4,19.1,No
CUST_01683,Male,18,0,40,Month-to-month,No,Mailed check,79.43,3164.41,2,9.4,Yes
CUST_01684,Male,47,0,49,Two year,Yes,Credit card,34.43,1697.24,1,82.4,No
CUST_01685,Male,62,0,57,Month-to-month,Yes,Credit card,36.59,2101.66,2,33.0,Yes
CUST_01686,Male,49,0,64,One year,Yes,Mailed check,85.92,5494.59,2,69.4,No
CUST_01687,Female,45,0,57,Month-to-month,Yes,Credit card,51.21,2918.33,0,64.2,No
CUST_01688,Male,38,0,70,Month-to-month,No,Credit card,46.57,3254.69,1,49.5,No
CUST_01689,Male,75,1,43,One year,No,Bank transfer,25.92,1103.14,2,35.0,No
CUST_01690,Female,63,0,23,Two year,No,Mailed check,96.65,2238.68,1,79.8,No
CUST_01691,Female,30,0,27,One year,No,Bank transfer,108.27,2897.31,1,5.1,No
CUST_01692,Female,44,0,58,Month-to-month,Yes,Mailed check,101.98,5908.35,1,71.9,No
CUST_01693,Female,53,0,37,Month-to-month,Yes,Electronic check,66.6,2460.1,2,43.5,No
CUST_01694,Male,24,0,6,Month-to-month,Yes,Credit card,73.4,441.95,3,34.8,Yes
CUST_01695,Male,39,0,65,One year,Yes,Credit card,44.23,2862.4,1,47.6,No
CUST_01696,Female,27,0,6,One year,No,Bank transfer,37.29,237.26,2,72.6,No
CUST_01697,Male,56,0,50,Month-to-month,Yes,Credit card,102.3,5096.65,3,25.0,No
CUST_01698,Male,70,1,22,One year,Yes,Credit card,99.83,2178.14,1,56.6,No
CUST_01699,Male,32,0,25,One year,No,Bank transfer,97.74,2443.98,0,62.0,No
CUST_01700,Female,32,0,72,Month-to-month,No,Bank transfer,66.34,4763.32,1,46.0,No
CUST_01701,Male,21,0,51,One year,No,Mailed check,106.45,5431.07,5,27.9,No
CUST_01702,Female,49,0,48,Month-to-month,Yes,Electronic check,112.62,5398.51,1,33.5,Yes
CUST_01703,Male,40,0,70,Month-to-month,No,Bank transfer,52.83,3706.48,0,85.6,No
CUST_01704,Male,72,1,65,Two year,Yes,Mailed check,42.47,2751.24,0,68.9,No
CUST_01705,Male,23,0,60,Month-to-month,Yes,Bank transfer,66.43,4000.02,0,62.0,No
CUST_01706,Female,41,0,46,Month-to-month,No,Mailed check,37.93,1751.2,2,92.6,No
CUST_01707,Male,37,0,36,One year,No,Electronic check,108.4,3894.83,0,34.2,No
CUST_01708,Female,75,1,58,Two year,No,Mailed check,53.8,3126.59,1,49.7,No
CUST_01709,Female,54,0,38,Two year,Yes,Mailed check,77.62,2950.91,2,50.9,No
CUST_01710,Female,37,0,11,One year,Yes,Credit card,79.47,882.05,1,74.7,Yes
CUST_01711,Male,29,0,12,Month-to-month,Yes,Bank transfer,71.5,863.98,1,17.3,Yes
CUST_01712,Male,50,0,42,Two year,No,Mailed check,35.65,1501.0,1,51.7,No
CUST_01713,Male,45,0,39,One year,Yes,Bank transfer,119.1,4645.55,1,50.0,No
CUST_01714,Male,25,0,71,Month-to-month,Yes,Mailed check,37.26,2654.53,1,66.5,No
CUST_01715,Female,18,0,11,Two year,Yes,Credit card,95.15,1058.36,1,41.3,No
CUST_01716,Female,54,0,36,Month-to-month,Yes,Credit card,99.14,3570.27,1,74.3,No
CUST_01717,Female,39,0,52,Month-to-month,No,Electronic check,34.52,1800.91,1,58.1,No
CUST_01718,Male,23,0,31,Two year,Yes,Mailed check,113.32,3522.18,1,34.4,No
CUST_01719,Female,78,1,33,One year,No,Credit card,68.78,2285.67,2,61.5,No
CUST_01720,Male,38,0,13,Month-to-month,No,Bank transfer,82.89,1091.87,1,47.6,No
CUST_01721,Female,49,0,18,Month-to-month,Yes,Mailed check,84.22,1526.23,1,59.8,No
CUST_01722,Male,52,0,41,One year,Yes,Mailed check,70.5,2886.17,0,26.3,No
CUST_01723,Male,32,0,58,Month-to-month,No,Electronic check,34.2,1970.6,1,44.6,No
CUST_01724,Female,22,0,56,Month-to-month,Yes,Bank transfer,95.18,5335.41,0,70.4,No
CUST_01725,Female,77,1,24,One year,No,Electronic check,78.18,1881.8,1,78.1,No
CUST_01726,Female,73,1,31,Two year,Yes,Mailed check,31.87,983.94,2,58.8,Yes
CUST_01727,Female,63,0,55,One year,Yes,Electronic check,90.03,4938.43,1,45.3,No
CUST_01728,Male,67,1,10,One year,No,Mailed check,90.28,919.32,2,39.0,No
CUST_01729,Female,65,1,60,One year,Yes,Mailed check,74.85,4495.17,4,36.0,No
CUST_01730,Female,23,0,2,One year,No,Electronic check,29.05,46.03,2,36.0,No
CUST_01731,Female,42,0,15,Month-to-month,No,Electronic check,55.26,827.7,0,33.1,No
CUST_01732,Male,73,1,3,Two year,Yes,Mailed check,25.09,61.84,1,48.3,No
CUST_01733,Male,63,0,43,Month-to-month,No,Electronic check,67.76,2920.48,3,38.3,No
CUST_01734,Female,76,1,31,Month-to-month,Yes,Electronic check,110.64,3448.49,0,61.1,No
CUST_01735,Male,73,1,70,Month-to-month,Yes,Mailed check,20.23,1413.91,0,57.2,No
CUST_01736,Female,57,0,67,One year,Yes,Bank transfer,46.66,3125.55,1,72.0,No
CUST_01737,Male,46,0,56,Month-to-month,No,Electronic check,99.99,5596.45,0,61.3,No
CUST_01738,Male,24,0,63,Month-to-month,Yes,Electronic check,20.99,1319.88,1,66.8,No
CUST_01739,Male,57,0,15,One year,Yes,Credit card,21.02,307.5,0,33.6,Yes
CUST_01740,Male,30,0,10,Two year,No,Bank transfer,81.08,824.64,2,59.8,No
CUST_01741,Female,55,0,38,One year,No,Electronic check,98.92,3760.91,2,55.0,No
CUST_01742,Female,35,0,47,Month-to-month,No,Mailed check,97.65,4590.21,3,10.5,No
CUST_01743,Female,19,0,57,Month-to-month,No,Credit card,97.96,5581.33,4,48.9,Yes
CUST_01744,Male,25,0,50,One year,Yes,Credit card,56.1,2792.3,1,29.9,No
CUST_01745,Female,28,0,71,Month-to-month,Yes,Credit card,108.27,7696.73,1,19.6,No
CUST_01746,Female,50,0,15,One year,Yes,Electronic check,21.28,333.48,3,43.8,No
CUST_01747,Female,71,1,18,Month-to-month,Yes,Mailed check,51.22,903.33,0,37.3,No
CUST_01748,Male,78,1,2,Two year,No,Credit card,53.72,114.53,1,34.9,Yes
CUST_01749,Male,55,0,43,Month-to-month,No,Bank transfer,36.56,1580.58,2,21.2,Yes
CUST_01750,Male,65,1,26,Month-to-month,Yes,Credit card,53.62,1407.03,1,85.6,Yes
CUST_01751,Female,44,0,71,Two year,No,Credit card,78.59,5591.83,1,25.1,No
CUST_01752,Female,37,0,38,Month-to-month,No,Bank transfer,72.03,2763.42,2,43.3,Yes
CUST_01753,Female,29,0,42,Month-to-month,No,Credit card,51.94,2185.6,1,63.6,No
CUST_01754,Male,60,0,5,Two year,No,Credit card,94.93,484.59,1,69.6,No
CUST_01755,Male,78,1,11,Month-to-month,No,Bank transfer,91.48,1006.39,2,28.0,No
CUST_01756,Female,48,0,65,Month-to-month,Yes,Electronic check,48.07,3116.5,3,45.6,No
CUST_01757,Male,44,0,34,Month-to-month,Yes,Bank transfer,52.32,1786.06,4,61.1,No
CUST_01758,Male,49,0,1,Month-to-month,No,Electronic check,48.75,58.69,1,56.0,Yes
CUST_01759,Male,78,1,2,Month-to-month,No,Electronic check,32.89,69.19,1,57.6,Yes
CUST_01760,Male,27,0,20,One year,Yes,Electronic check,95.28,1888.96,1,26.1,No
CUST_01761,Female,20,0,61,One year,Yes,Bank transfer,24.63,1487.8,0,33.5,No
CUST_01762,Male,62,0,21,Month-to-month,No,Bank transfer,35.06,743.89,1,47.0,No
CUST_01763,Male,44,0,68,Month-to-month,No,Electronic check,30.53,2072.41,0,43.8,No
CUST_01764,Male,52,0,12,Two year,No,Bank transfer,102.53,1233.97,3,53.3,Yes
CUST_01765,Male,48,0,22,Two year,Yes,Electronic check,24.4,541.65,3,28.9,No
CUST_01766,Female,32,0,20,Month-to-month,No,Bank transfer,86.46,1728.11,2,69.5,Yes
